service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1,0,0,0,0,0,1,0,20200831,20201122
2,0,0,0,0,0,0,1,20200831,20201122
3,1,1,1,1,1,0,0,20200831,20201122
4,0,0,0,0,0,0,0,20200831,20201122
6302,0,0,0,0,0,0,0,20200831,20201122
6902,0,0,0,0,0,0,0,20200831,20201122
103,0,0,0,0,0,0,0,20200831,20201122
203,0,0,0,0,0,0,0,20200831,20201122
